,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,
141,Donnie Darko (2001),0.003985112,0.14298757,0.062278486,-0.002007601,0.042288356,-0.00829185,-0.049648141,-0.11203849,0.015739307,-0.018350537,0.053177519,-0.034427494,0.085629773,0.032493313,0.059283873,,
146,Crouching Tiger Hidden Dragon (Wo hu cang long) (2000),-0.009102133,0.04543844,0.076534895,0.016669864,0.018687807,-0.081411775,-0.011884006,0.038821106,0.017427693,0.007590559,-0.056254232,-0.084031667,-0.149510668,0.059144334,0.02446198,,
153,Lost in Translation (2003),0.001333028,0.158733468,0.037131001,0.030449259,0.06712928,-0.032054727,-0.077806876,-0.08845188,0.0248061,-0.062780837,0.037654996,-0.073974826,-0.130044683,0.127605834,0.033692777,,
155,The Dark Knight (2008),-0.152029047,-0.102862274,-0.023590247,-0.056597839,-0.159707746,-0.081340099,0.151256829,-0.190532038,0.015410443,-0.110333829,-0.136613901,-0.021755743,0.269019741,0.089659125,0.055892554,,
161,Ocean's Eleven (2001),-0.0118469,-0.023070298,-0.069433259,-0.100461904,-0.057134252,-0.089991688,0.031694175,-0.024014881,-0.060032821,0.106649865,0.01092617,0.058692744,0.040317936,0.202420609,-0.072158337,,
180,Minority Report (2002),0.00610628,-0.028230899,-0.011554099,-0.114488604,-0.053246563,-0.034248781,-0.082120072,-0.018584741,-0.012260608,0.063400483,0.072186645,-0.043255952,-0.06667808,0.018453285,0.120726482,,
187,Sin City (2005),0.001766777,0.134194689,0.110077943,-0.034540809,0.039437465,0.010431038,0.062285733,0.023588399,-0.104798379,0.079040678,0.039007894,-0.070830087,0.09314106,-0.035841713,0.038083648,,
194,Amelie (2001),-0.063396836,0.159914026,0.027766246,0.106051807,0.063410752,-0.042671952,-0.09391175,0.013136068,0.007811466,-0.052626028,0.073230837,-0.104810353,-0.129950496,0.054359486,-0.063620511,,
197,Braveheart (1995),-0.048221483,-0.098037719,-0.131315139,-0.048507734,0.080154568,0.07015259,0.007579023,0.044345377,-0.005691199,0.068540937,-0.130555742,0.060146877,0.137798366,-0.190749565,-0.022808514,,
238,The Godfather (1972),-0.183011657,0.000504629,-0.104087003,0.01534006,0.025325606,0.029291255,0.067781588,0.067594682,-0.013021539,-0.174143431,-0.045477717,0.036744829,-0.072568805,0.049888485,-0.284437279,,
243,High Fidelity (2000),0.020929024,0.11447002,0.043075394,0.026762749,0.037567596,-9.40E-05,-0.079010777,-0.072537125,0.028809524,0.034835219,0.013822781,0.026652529,-0.013059203,0.010855155,0.045289782,,
268,Batman (1989),0.084415642,0.009310594,0.081680314,-0.027059984,-0.06040622,0.041251119,-0.037900829,-0.028698566,0.004357712,-0.112132961,-0.088123245,-0.032240573,0.096217255,-0.077164582,-0.162567884,,
272,Batman Begins (2005),-0.064499737,-0.063095569,0.039401932,-0.06239182,-0.156449494,-0.075648147,0.084940744,-0.19135044,0.020739562,-0.128456407,-0.167001739,-0.02110711,0.219926358,0.055888836,0.06073267,,
274,The Silence of the Lambs (1991),-0.124263499,0.087601508,-0.053251742,-0.007180346,0.027318141,0.014608704,-0.003534251,0.020930981,0.017593106,-0.095181325,0.024175136,-0.02506751,-0.020504196,-0.07145998,-0.1212684,,
275,Fargo (1996),-0.043682029,0.161558659,0.033418666,0.0222727,-0.009139344,-0.015172829,-0.073475655,-0.04183509,0.073474802,-0.052947354,-0.014389517,0.021147373,-0.101911794,0.029872469,0.000430142,,
278,The Shawshank Redemption (1994),-0.194844415,-0.008067225,-0.179662934,-0.016005112,0.035037648,-0.012615357,0.031493616,-0.014780953,0.003321426,-0.094742893,-0.027565524,0.071182424,0.023811029,-0.121596615,-0.097828503,,
280,Terminator 2: Judgment Day (1991),-0.043083764,-0.07782682,0.041230328,-0.099567931,-0.187589242,0.174559706,0.078859384,0.043757219,0.199076832,-0.059933355,0.124428305,-0.095548603,-0.047237617,-0.049202907,-0.062951394,,
329,Jurassic Park (1993),-0.007305034,-0.100482428,-0.049081152,0.046713964,-0.124252343,0.092583991,0.025179284,0.061427738,0.181790927,-0.074031731,0.126708364,-0.063837,0.010115313,-0.00073567,0.183984657,,
393,Kill Bill: Vol. 2 (2004),-0.022570515,0.157835933,0.18562953,-0.165117126,0.013278735,-0.139532933,0.167630831,0.474934333,0.006242211,0.050994898,-0.126179565,0.052632576,0.080590591,-0.037167984,0.111414781,,
414,Batman Forever (1995),0.218089253,-0.009323676,0.05072539,-0.073224544,0.083830392,-0.010205146,-0.116476517,-0.034974167,-0.199161531,-0.090010028,-0.065392158,-0.010013471,0.04218713,-0.094728217,-0.245821078,,
424,Schindler's List (1993),-0.137712479,-0.004989108,-0.119656104,0.04398546,0.096304596,0.041533928,-0.0198621,0.069337984,-0.031009007,-0.112168729,-0.007523112,0.055941434,0.000765646,-0.104491358,-0.053799691,,
453,A Beautiful Mind (2001),-0.120418858,-0.056906565,-0.208405404,-0.023845764,0.116493354,-0.040462366,-0.03477652,0.017789438,-0.110152603,-0.024967133,0.044096904,0.006138617,-0.00984224,-0.027995216,0.009895617,,
462,Erin Brockovich (2000),0.057760181,0.080232948,-0.101428641,0.048538095,0.114726634,-0.034069823,-0.122941937,0.029745769,0.025912064,0.088896461,-0.003102054,0.016184534,-0.015994219,-0.018194141,0.014264818,,
550,Fight Club (1999),-0.153232887,0.153577465,0.000549357,-0.077367189,-0.010134374,-0.020567523,0.095782793,-0.105130238,-0.10372395,-0.037238582,0.090463055,-0.068517339,0.143593338,0.094803352,-0.09084875,,
557,Spider-Man (2002),0.110887309,-0.08588237,0.04621049,-0.039678672,-0.155361625,-0.129599161,-0.011417384,-0.057017095,0.050826457,-0.203193117,-0.215100595,-0.125213734,-0.14929719,-0.285779076,-0.013042053,,
558,Spider-Man 2 (2004),0.15664481,-0.071641842,0.058854553,-0.040657663,-0.13510897,-0.165672929,-0.024612181,-0.055175515,0.038397232,-0.214464164,-0.269877671,-0.145125624,-0.177936364,-0.296453912,-0.057161707,,
568,Apollo 13 (1995),-0.007755767,0.004671574,-0.038495102,-0.000509933,-0.006178724,0.040808187,-0.138586464,-0.020309886,0.066553499,0.03737837,0.007416079,0.066392737,-0.055868978,-0.057914765,0.09959287,,
581,Dances with Wolves (1990),0.014650652,0.022924066,-0.069275273,0.049595391,0.123291953,0.040014958,-0.082035247,0.01682841,0.027579442,0.029375027,-0.006022945,0.001471536,0.039200385,-0.082538262,-0.01219861,,
585,Monsters Inc. (2001),-0.024014301,-0.012755029,0.021530404,0.198255134,-0.137203944,-0.055360748,0.028356332,0.008102708,-0.11147518,0.135310927,0.031119898,-0.0207684,-0.069808801,-0.003098044,0.107219356,,
597,Titanic (1997),0.109876246,-0.137892618,-0.248880103,0.12240369,0.187447709,-0.009776505,0.011507726,0.198322978,0.210356107,-0.349317631,-0.070910769,-0.311173935,0.0454265,0.275887905,0.057208613,,
601,E.T. the Extra-Terrestrial (1982),-0.011091809,-0.001336695,-0.026182265,0.12309796,-0.039709301,0.060740381,-0.125698928,0.111989881,0.077311549,-0.064698053,0.045474144,-0.021282706,-0.091775278,-0.116837755,0.112403164,,
602,Independence Day (a.k.a. ID4) (1996),0.120814629,-0.136913298,-0.092183964,-0.121222075,-0.094228002,0.080223313,-0.003347034,0.076417766,0.077657986,0.048401809,0.078523019,-0.109709767,0.164490412,0.117631661,0.129461967,,
603,The Matrix (1999),-0.214700289,-0.119924271,-0.004302019,-0.101075757,-0.103400397,0.020977101,0.022150747,-0.010661948,-0.125364419,-0.000449433,0.165709891,-0.202094803,-0.16537314,0.027863183,0.094369553,,
604,The Matrix Reloaded (2003),0.035279309,-0.182206697,0.00010688,-0.229256551,0.095650477,-0.02073102,-0.026349548,0.064681372,-0.404385804,-0.036514522,0.10860145,-0.249963171,-0.232426671,0.093184453,0.266009737,,
607,Men in Black (a.k.a. MIB) (1997),0.072756747,-0.062417677,0.037187893,-0.071546803,-0.185891899,0.095842746,0.056734073,0.083456915,-0.000343173,0.130676978,0.27866272,-0.150802287,0.003109236,-0.028611667,-0.119093921,,
629,The Usual Suspects (1995),-0.107794232,0.123565405,-0.013573515,-0.033486401,-0.036540018,-0.0571858,0.005636848,-0.072667846,0.032134169,-0.030592443,-0.024231222,0.05479902,-0.040749311,0.038133016,-0.023433491,,
640,Catch Me If You Can (2002),-0.035695804,-0.004757001,-0.129866696,-0.044528551,-0.00013272,-0.033677246,0.000962513,-0.037029324,-0.040014267,0.033051677,0.035380177,0.064465765,0.046199288,0.034152684,-0.000474409,,
641,Requiem for a Dream (2000),-0.036694918,0.137652788,0.026708297,1.13E-05,0.072193935,0.005888389,-0.039844262,-0.088398105,-0.04702509,-0.029835953,0.056502212,-0.066437406,0.037863947,0.006790348,0.060240964,,
664,Twister (1996),0.146330341,0.014938067,-0.012508273,-0.006667175,0.100178714,0.001412501,-0.089676195,-0.050775771,0.083974957,0.092921358,-0.00106729,-0.016299895,0.053797,0.022423547,0.100091414,,
671,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.086932997,-0.142040283,0.166188053,0.133600754,0.058175425,-0.245428327,-0.014170467,0.057880962,0.03801859,-0.286304647,0.36938859,0.291316698,0.096619054,-0.030787375,0.075000903,,
672,Harry Potter and the Chamber of Secrets (2002),0.091271629,-0.143843132,0.164127675,0.12541977,0.068470576,-0.245943354,-0.002831799,0.029730357,0.026116183,-0.27838767,0.335922986,0.309001562,0.10639803,-0.005904682,0.042217519,,
680,Pulp Fiction (1994),-0.166982751,0.189564749,0.067380278,-0.085505127,-0.006724851,0.035841049,0.069947137,0.121597965,-0.00437861,-0.085352166,0.049629688,-0.004048047,0.007686339,0.028499765,-0.230012511,,
745,The Sixth Sense (1999),-0.058835423,-0.005366836,-0.116047378,-0.028046353,-0.021062536,-0.03591598,-0.073988508,-0.016490235,0.01296859,0.006181513,0.060737114,0.00859215,-0.005544449,-0.126822744,0.086906349,,
752,V for Vendetta (2006),-0.045026793,0.03933051,0.03178252,-0.034045021,0.025029617,-0.067965,0.037586912,-0.108258208,-0.107903783,0.086031238,-0.015598914,-0.136453677,0.247022248,-0.03480004,0.183148739,,
786,Almost Famous (2000),0.044899317,0.109020021,0.026668687,0.037711887,0.051995567,-0.01587161,-0.084229789,-0.063963407,0.050928049,0.031242594,-0.029113181,0.004008079,-0.038002844,0.000676418,0.032145699,,
788,Mrs. Doubtfire (1993),0.136835566,0.028551213,-0.101585241,0.102057775,0.092551188,0.073802275,-0.021596805,0.005533809,0.046268704,0.105878152,0.037212422,0.040633907,0.033954486,-0.064446844,0.035240948,,
807,Seven (a.k.a. Se7en) (1995),-0.088379069,0.129074626,-0.011659126,-0.048689652,0.022229495,-0.045731294,0.02300881,-0.079189197,-0.041792884,-0.028782352,0.04906997,0.033476713,0.090965954,-0.074370255,0.02249902,,
808,Shrek (2001),-0.016930022,-0.040880296,0.003923417,0.232320876,-0.126046877,-0.032473314,0.101382117,0.050885384,-0.233470467,0.180879564,0.061778113,0.080686885,-0.091239793,-0.069204004,-0.118059476,,
809,Shrek 2 (2004),0.082341678,-0.037304799,0.023618644,0.175554345,-0.070727563,-0.034743634,0.071975868,0.029618091,-0.269273812,0.104542168,0.009582228,0.085138519,-0.113776446,-0.012727832,-0.17159829,,
812,Aladdin (1992),0.066184215,-0.015821387,0.012149832,0.226041722,-0.06172798,0.001985725,0.033695185,0.003940305,-0.023884234,0.062373959,-0.106142693,-0.054150226,0.159687038,0.104186891,-0.05864843,,
854,The Mask (1994),0.158601333,-0.006159531,-0.020264754,0.006999855,-0.020493581,0.228476272,0.27363295,-0.008620531,-0.078120293,-0.023222269,0.197460813,-0.10167516,-0.063418539,-0.131776745,-0.116862019,,
857,Saving Private Ryan (1998),-0.093294171,-0.043939319,-0.130862431,-0.008965961,0.061923783,0.006564371,0.010733092,0.075644206,0.033557391,-0.055917651,-0.094011407,0.103414458,-0.089861809,-0.059883913,0.025909957,,
862,Toy Story (1995),-0.040140717,-0.00804893,-0.003877091,0.258047824,-0.183288497,-0.015390017,0.105688498,0.065039506,-0.039521289,0.055752777,-0.071277195,-0.016071015,-0.088637095,0.031167904,0.12274194,,
954,Mission: Impossible (1996),0.067509034,-0.092356422,-0.075145286,-0.165347946,-0.103847143,-0.064495207,-0.01086876,0.02774602,0.117310157,0.062306564,0.017040706,0.041066771,-0.099172837,0.205364757,-0.085613092,,
955,Mission: Impossible II (2000),0.150526406,-0.100724033,-0.052015943,-0.176024908,-0.031484463,-0.104251635,-0.035740296,0.015070684,0.033601911,0.018958058,-0.032418558,0.006657825,-0.120484336,0.192712376,-0.125093087,,
1422,The Departed (2006),-0.069457812,0.042125653,-0.08034699,-0.05890411,-0.011718788,-0.023041359,0.05447379,-0.038051783,-0.04039337,-0.041000242,-0.056840924,0.065584269,0.081545799,0.038208117,-0.055922494,,
1572,Die Hard: With a Vengeance (1995),0.060390281,-0.037737124,-0.005846677,-0.118699899,-0.119354238,0.034686722,0.008956923,-0.004812586,0.124482406,0.133153702,0.036132881,0.030987586,0.078915453,-0.050074797,-0.056648617,,
1597,Meet the Parents (2000),0.110019645,0.04914562,-0.067587348,0.009258479,0.05961482,0.063096086,0.049292383,-0.038703869,-0.018323598,0.079281184,-0.042242242,0.144456971,-0.033948201,-0.00213839,0.024454983,,
1637,Speed (1994),0.128780461,-0.025007536,-0.082889029,-0.086400717,-0.019546591,0.017032162,0.000470138,-0.010893859,0.128157439,0.062532315,0.070231545,0.00913759,0.014511462,0.006146031,0.012067508,,
1891,Star Wars: Episode V - The Empire Strikes Back (1980),-0.12140364,-0.093722763,0.219118892,0.031593252,-0.097631925,0.253528884,-0.206738146,0.026261021,-0.011152747,-0.078725463,-0.12160167,0.079607927,0.017302271,0.124357681,-0.014496673,,
1892,Star Wars: Episode VI - Return of the Jedi (1983),-0.094847063,-0.087727152,0.207099457,0.014566151,-0.058352323,0.27429435,-0.215539444,0.030038206,-0.054137735,-0.06474701,-0.109781122,0.089394636,0.037119973,0.120691583,-0.012852732,,
1894,Star Wars: Episode II - Attack of the Clones (2002),0.103737838,-0.155550323,0.111279363,-0.104832116,0.167444583,0.182786628,-0.223961117,0.078515269,-0.384899535,-0.088922296,-0.073515289,0.039891068,0.076948868,0.028237848,0.070818617,,
1900,Traffic (2000),0.00887383,0.109462793,0.005401526,-0.012760806,0.047509041,-0.042985513,-0.054098746,-0.046765736,0.009573353,0.022979501,-0.039059501,0.019792046,-0.024048919,0.009722739,0.011043799,,
2024,The Patriot (2000),0.076235462,-0.045249264,-0.102387395,-0.030015249,0.10570137,-0.008913504,-0.031611848,0.014341073,-0.019300207,0.097579861,-0.106753496,0.06034315,0.078873181,-0.043847166,0.004054636,,
2164,Stargate (1994),0.053152048,0.002269496,0.046303367,-0.044137307,0.007508974,0.068358799,-0.088809703,-0.05852313,0.009309582,0.096731932,0.040373948,-0.016307702,0.125423233,-0.062065661,0.107891208,,
2501,The Bourne Identity (2002),-0.058254815,-0.065445378,-0.108713437,-0.146986909,-0.076023178,-0.120144714,0.02694871,-0.040706582,0.008182089,0.053152591,-0.054821092,0.275998137,-0.199306064,0.194444769,0.005498894,,
2502,The Bourne Supremacy (2004),-0.033356548,-0.07085532,-0.108719285,-0.151023634,-0.053941546,-0.134707197,0.011131768,-0.03668097,-0.0141978,0.057072415,-0.065949781,0.272128277,-0.193091295,0.202581948,0.005454904,,
3049,Ace Ventura: Pet Detective (1994),0.190878769,0.067746938,0.002918185,-0.033348008,0.074342938,0.285012406,0.386962341,-0.088550222,-0.025469502,-0.153609283,0.019708686,0.069422547,-0.039799796,0.044614532,0.016156199,,
4327,Charlie's Angels (2000),0.281989577,0.080262291,0.112267661,-0.043805479,0.022552391,-0.093859971,-0.06612402,0.047215824,0.044849548,0.061067909,-0.045692046,-0.068777733,-0.123569991,0.098927922,-0.281855423,,
5503,The Fugitive (1993),0.014493015,0.026908389,-0.062120167,-0.004031502,-0.027981257,0.021482261,-0.080599597,-0.02108041,0.104280613,0.082791571,-0.001465255,0.091085022,-0.002470896,-0.030772723,-0.00248188,,
7443,Chicken Run (2000),0.085056071,0.091368264,0.057349886,0.134479072,0.009811724,-0.031255971,-0.031756422,-0.064910633,-0.049140988,0.070172335,-0.086348943,0.01596416,-0.039596117,0.017079791,0.011771428,,
8358,Cast Away (2000),0.008792344,-0.016787951,-0.130757068,-0.034422244,0.057919778,-0.021206542,-0.047935992,0.009803777,-0.038469988,0.018525245,0.001558733,0.056675065,0.019664497,-0.094480408,0.059780835,,
8467,Dumb & Dumber (1994),0.190638148,0.110683008,-0.01002084,-0.012113891,0.138719823,0.308334976,0.394489765,-0.145662361,-0.01543761,-0.157103814,-0.121444082,0.219124706,-0.152166441,0.034849384,0.202725327,,
8587,The Lion King (1994),-0.013674269,-0.083707715,-0.107207027,0.257332514,-0.025945231,0.00377753,0.073018534,0.073714819,-0.044656787,0.025700026,-0.096756954,-0.080215425,0.166082939,0.108001675,-0.054983916,,
9331,Clear and Present Danger (1994),0.060349618,0.022646702,-0.012660946,-0.016603084,0.027081473,-0.008518515,-0.074413367,-0.018159642,0.073189445,0.090508185,-0.021630607,0.070184875,0.031396139,-0.025871317,0.036496313,,
9741,Unbreakable (2000),0.061208563,0.050925441,-0.011916292,-0.020700878,0.046128561,-0.028743494,-0.038288392,-0.065023921,-0.01450442,0.071240722,0.020077092,-0.010898273,-0.005001619,-0.040763989,0.091656838,,
9802,The Rock (1996),0.065485849,-0.022009415,-0.044214928,-0.080980215,-0.000521138,0.020005717,-0.042701023,-0.041492186,0.045870435,0.160479228,-0.016669212,0.077510776,0.076565922,-0.103795662,-0.013613829,,
9806,The Incredibles (2004),0.011210486,-0.004647112,0.030691942,0.187176552,-0.21163748,-0.091898318,0.071544404,-0.046872627,-0.035990399,0.052421553,-0.10178058,-0.019164302,-0.079617335,0.005674766,0.127662779,,
10020,Beauty and the Beast (1991),0.090143257,0.000450618,-0.015547987,0.262151489,-0.004626408,-0.02820364,-0.000892109,0.051988078,0.010581074,0.0378156,-0.103800271,-0.061564723,0.121975771,0.108154835,-0.061090281,,
36657,X-Men (2000),0.05689813,-0.081200166,0.065978705,-0.089944144,-0.116017272,-0.106969862,-0.004191237,-0.105029392,-0.014137398,-0.038456928,-0.019621624,-0.037228162,0.078751636,-0.168767598,0.008502432,,
36658,X2: X-Men United (2003),0.081363507,-0.065050033,0.070286838,-0.069998939,-0.077793551,-0.110695341,-0.029912352,-0.091039968,-0.0288553,-0.063203862,-0.03505852,-0.029101261,0.035654976,-0.151550014,-0.036138063,,
36955,True Lies (1994),0.121519581,0.024128466,-0.000334466,-0.049973642,-0.0349785,0.093450841,-0.016830069,-0.008611809,0.15900205,0.109324289,0.058863482,-0.00759323,0.040927363,-0.027811505,-0.002834455,,
