User,1: Toy Story (1995),1210: Star Wars: Episode VI - Return of the Jedi (1983),356: Forrest Gump (1994),"318: Shawshank Redemption, The (1994)","593: Silence of the Lambs, The (1991)",3578: Gladiator (2000),260: Star Wars: Episode IV - A New Hope (1977),2028: Saving Private Ryan (1998),296: Pulp Fiction (1994),1259: Stand by Me (1986),2396: Shakespeare in Love (1998),2916: Total Recall (1990),780: Independence Day (ID4) (1996),541: Blade Runner (1982),1265: Groundhog Day (1993),"2571: Matrix, The (1999)",527: Schindler's List (1993),"2762: Sixth Sense, The (1999)",1198: Raiders of the Lost Ark (1981),34: Babe (1995)
5450,2.1818181818181817,-1.8181818181818183,2.1818181818181817,0.0,0.0,2.1818181818181817,-0.8181818181818183,0.0,0.0,0.0,0.0,0.18181818181818166,-0.8181818181818183,0.0,0.0,-1.8181818181818183,0.0,-0.8181818181818183,-1.8181818181818183,1.1818181818181817
139,-0.7999999999999998,2.2,-0.7999999999999998,0.0,0.0,0.0,0.20000000000000018,0.0,-1.7999999999999998,0.0,0.20000000000000018,0.0,0.20000000000000018,0.0,-0.7999999999999998,2.2,0.0,0.0,0.0,-0.7999999999999998
1940,0.22222222222222232,0.0,0.0,1.2222222222222223,0.22222222222222232,0.0,-1.7777777777777777,1.2222222222222223,0.0,0.0,0.0,-1.7777777777777777,0.22222222222222232,0.0,-0.7777777777777777,0.0,0.0,0.0,1.2222222222222223,0.0
3118,0.36363636363636376,0.0,0.36363636363636376,0.0,-0.6363636363636362,0.0,0.36363636363636376,0.0,0.0,1.3636363636363638,0.0,-1.6363636363636362,-0.6363636363636362,-0.6363636363636362,0.36363636363636376,2.3636363636363638,-1.6363636363636362,0.0,0.0,0.0
4656,-1.1538461538461537,0.8461538461538463,0.0,0.0,1.8461538461538463,1.8461538461538463,0.8461538461538463,0.0,-0.15384615384615374,1.8461538461538463,0.0,-2.1538461538461537,-0.15384615384615374,0.0,-1.1538461538461537,0.0,-0.15384615384615374,0.0,-0.15384615384615374,-2.1538461538461537
4796,0.0,0.0,-1.5833333333333335,0.0,0.4166666666666665,-0.5833333333333335,0.0,-0.5833333333333335,0.0,-1.5833333333333335,2.4166666666666665,0.0,-0.5833333333333335,0.0,0.0,-0.5833333333333335,-0.5833333333333335,1.4166666666666665,0.4166666666666665,1.4166666666666665
6037,-0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666665,0.0,-0.6666666666666665,0.0,0.3333333333333335,0.0,0.3333333333333335,1.3333333333333335,0.0,0.0,0.0,0.0
3048,0.9230769230769229,1.923076923076923,-2.076923076923077,1.923076923076923,-2.076923076923077,-2.076923076923077,0.9230769230769229,0.0,1.923076923076923,0.0,0.0,0.0,0.0,0.9230769230769229,0.0,0.0,-1.076923076923077,-2.076923076923077,-1.076923076923077,1.923076923076923
4790,-0.5454545454545454,-1.5454545454545454,0.4545454545454546,0.0,0.0,1.4545454545454546,2.4545454545454546,-1.5454545454545454,0.4545454545454546,0.4545454545454546,0.4545454545454546,-1.5454545454545454,0.0,0.0,0.0,-0.5454545454545454,0.0,0.0,0.0,0.0
4489,-1.1176470588235294,-1.1176470588235294,-1.1176470588235294,0.8823529411764706,1.8823529411764706,0.0,-2.1176470588235294,-0.11764705882352944,-1.1176470588235294,-1.1176470588235294,-2.1176470588235294,0.0,0.8823529411764706,1.8823529411764706,1.8823529411764706,0.8823529411764706,-0.11764705882352944,1.8823529411764706,-0.11764705882352944,0.0
